,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_since_investment
16066,2,1.0,750,6350,1.0,0,0,3,5,750,0,1920,0,98103,47.6938,-122.356,920,6350,94
1019,4,2.5,1930,6228,2.0,0,0,3,8,1930,0,2000,0,98030,47.3572,-122.191,1930,6168,15
10581,2,1.0,790,14200,1.0,0,0,3,7,790,0,1951,0,98188,47.459,-122.285,1430,10000,63
16093,4,1.75,1830,11090,1.0,0,0,3,7,1060,770,1962,0,98028,47.7333,-122.246,1990,10917,52
14820,2,1.0,1470,81021,1.0,0,0,4,6,1470,0,1949,0,98027,47.4771,-122.03,2600,69696,65
9045,4,2.25,2840,31720,1.0,0,0,3,8,1780,1060,1958,0,98177,47.7505,-122.375,2290,29577,57
17420,2,1.0,880,6650,1.0,0,0,5,6,880,0,1918,0,98117,47.6914,-122.372,1250,6650,96
6835,3,1.0,1040,8910,1.0,0,0,3,6,1040,0,1943,0,98168,47.5024,-122.32,1330,9720,72
9037,1,1.0,1100,4373,1.0,0,0,2,6,820,280,1947,0,98166,47.4653,-122.338,1100,7500,67
11437,3,1.0,1250,8412,1.0,0,0,4,7,1250,0,1975,0,98052,47.7012,-122.131,1840,8976,40
15815,3,1.75,1400,18002,1.0,0,0,3,6,1400,0,1977,0,98019,47.725,-121.967,2240,14068,37
12229,4,2.5,3670,9958,2.0,0,0,3,10,3670,0,2005,0,98058,47.4617,-122.159,3300,10679,9
2194,3,1.75,2050,10519,1.0,0,0,3,7,1240,810,1979,0,98058,47.4257,-122.146,1770,9605,35
12358,4,2.5,1770,5000,2.0,0,0,3,7,1770,0,2004,0,98038,47.3506,-122.006,2080,5100,11
2725,4,2.5,1890,5954,2.0,0,0,3,7,1890,0,2004,0,98092,47.3293,-122.194,2030,5880,11
17924,4,1.0,1510,1501,1.5,0,0,3,7,1510,0,1906,0,98103,47.6526,-122.342,1560,1602,108
12724,3,1.0,1100,5100,1.0,0,0,4,7,1100,0,1913,0,98108,47.5231,-122.332,1450,5100,102
7678,3,1.75,1730,9893,1.0,0,0,4,9,1730,0,1988,0,98042,47.3747,-122.164,2120,9108,27
4449,2,1.0,960,5096,1.0,0,0,5,7,960,0,1949,0,98126,47.5314,-122.378,1760,4488,65
3272,3,2.25,2100,8276,2.0,0,1,4,8,2100,0,1979,0,98008,47.6068,-122.112,2420,18135,35
13151,3,1.0,1450,7930,1.0,0,0,4,6,1150,300,1923,0,98126,47.5212,-122.371,1040,7740,92
3023,3,1.0,1340,4120,1.0,0,0,4,7,1040,300,1921,0,98103,47.6916,-122.352,1270,4635,93
7285,4,1.75,2030,15400,1.0,0,1,3,9,1130,900,1975,0,98166,47.4603,-122.365,2040,12425,40
20789,4,2.75,2910,7467,2.0,0,0,3,8,2910,0,2013,0,98045,47.4841,-121.772,2790,7868,1
4351,3,2.0,1890,1599,2.0,0,0,3,9,1430,460,2012,0,98136,47.5438,-122.385,1780,1562,2
2362,3,1.0,860,7632,1.0,0,0,3,6,860,0,1920,0,98166,47.4623,-122.345,890,7632,94
4887,3,2.5,3780,35273,1.5,0,0,3,10,3780,0,1986,0,98072,47.7499,-122.119,3450,35273,28
17650,3,2.5,1910,5562,2.0,0,0,3,8,1910,0,1988,0,98029,47.5738,-122.017,1940,4647,26
15582,3,2.25,2150,9900,1.0,0,0,3,8,1450,700,1977,0,98052,47.6647,-122.149,2170,9500,37
16642,3,2.75,3200,6699,2.0,0,0,3,9,3200,0,2004,0,98075,47.5884,-121.991,3020,6699,10
3890,2,1.0,1100,3975,1.0,0,0,3,7,900,200,1950,0,98105,47.6701,-122.286,1110,4280,65
18425,5,3.0,2150,6117,1.0,0,0,3,7,1370,780,2003,0,98106,47.538,-122.356,1990,6064,12
1305,2,2.0,1350,4225,1.0,0,0,3,8,1350,0,2003,0,98053,47.7106,-122.03,1660,4225,11
6606,4,1.75,1740,9344,1.0,0,0,3,7,1180,560,1978,0,98023,47.3196,-122.399,1440,12884,36
4547,3,1.0,1240,5250,1.5,0,0,4,6,1240,0,1904,0,98055,47.4917,-122.206,1240,5250,111
18714,5,1.75,2120,8625,1.0,0,0,3,7,1200,920,1959,0,98008,47.6118,-122.131,1930,8625,55
20066,4,3.5,2730,3047,2.0,0,0,3,8,2400,330,2006,0,98116,47.5797,-122.391,1980,4600,8
18977,4,2.25,3220,7889,2.0,0,0,3,8,3220,0,1978,0,98023,47.3112,-122.339,2120,7651,37
10630,4,1.5,1790,17925,1.0,0,0,4,6,1790,0,1951,0,98155,47.7501,-122.302,1660,15165,63
21392,3,2.5,2026,7611,2.0,0,0,3,8,2026,0,2010,0,98042,47.3733,-122.162,2270,7611,5
13685,3,2.5,3050,158558,1.0,0,0,4,9,3050,0,1987,0,98055,47.4326,-122.208,2960,31050,27
8451,5,2.5,3290,5029,2.0,0,0,3,8,3290,0,2004,0,98075,47.5773,-122.056,2990,6441,10
8769,2,1.0,1020,7920,1.0,0,0,3,6,1020,0,1939,0,98108,47.5558,-122.31,1530,6900,75
4737,3,2.25,1260,3000,2.0,0,0,3,7,1260,0,2003,0,98029,47.5454,-121.997,1630,3042,11
9018,5,2.5,3110,15783,1.0,0,0,3,8,1720,1390,1974,0,98052,47.6301,-122.103,2550,12220,40
225,3,2.25,1250,7500,1.0,0,0,5,7,1250,0,1942,0,98146,47.5123,-122.373,1280,7392,72
3631,3,1.75,2870,26500,1.5,0,1,3,8,2870,0,1948,1981,98166,47.4485,-122.355,2420,20500,33
10118,3,2.5,2110,7434,2.0,0,0,4,7,2110,0,1978,0,98031,47.3935,-122.169,2100,7749,36
2500,3,2.0,2080,3880,1.0,0,0,5,7,1160,920,1954,0,98117,47.686,-122.391,1330,3880,60
15089,3,2.5,2014,4500,2.0,0,0,3,7,2014,0,2005,0,98001,47.3371,-122.256,2014,4500,10
16285,4,2.75,3260,4900,2.0,0,0,3,9,3260,0,2013,0,98059,47.4812,-122.123,3260,6132,1
2012,3,2.5,1980,13964,1.0,0,0,5,7,1980,0,1959,0,98040,47.571,-122.227,2040,13964,55
1600,4,2.5,3350,46748,2.0,0,0,3,10,3350,0,2004,0,98010,47.3432,-122.025,3350,39683,10
2333,3,3.0,2920,23085,1.5,0,2,3,7,1540,1380,1908,0,98136,47.5159,-122.395,2270,18180,107
7477,3,2.75,1750,9166,1.0,0,0,4,7,1170,580,1979,0,98155,47.7696,-122.325,1810,8760,35
2063,2,1.0,890,6095,1.0,0,0,3,7,890,0,1947,0,98115,47.6823,-122.298,1450,5985,68
5713,3,1.75,1410,8100,2.0,0,0,3,7,1410,0,1985,0,98038,47.3617,-122.046,1560,8100,29
13040,3,2.5,2260,251460,1.5,0,0,3,10,2260,0,1995,0,98070,47.4096,-122.449,1610,244372,20
14311,3,1.75,1160,6134,1.0,0,0,3,7,1160,0,1998,0,98002,47.3414,-122.218,1330,6301,16
20152,4,3.5,5220,15411,2.0,0,3,3,11,3550,1670,2006,0,98075,47.592,-122.085,3110,14124,8
2617,3,1.0,1200,7500,1.0,0,0,3,6,1200,0,1905,1989,98178,47.4921,-122.275,1010,7000,25
5678,3,1.75,1720,5956,2.0,0,0,3,8,1720,0,1981,0,98033,47.6875,-122.202,1620,9324,33
9023,4,2.5,2500,206474,1.0,0,0,3,10,2500,0,1997,0,98053,47.6778,-121.994,3680,208652,17
3427,4,2.5,2270,7665,2.0,0,0,3,9,2270,0,1986,0,98052,47.6612,-122.148,2450,8706,28
919,5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1962,0,98058,47.4599,-122.172,1730,7700,52
13770,4,3.25,5370,20388,2.0,0,4,4,11,5370,0,1990,0,98198,47.405,-122.331,2770,22270,24
183,2,1.5,1050,3419,2.0,0,0,3,7,1050,0,1996,0,98038,47.3848,-122.039,1050,3417,18
17794,3,1.0,1580,5000,1.5,0,0,3,7,1580,0,1926,0,98117,47.684,-122.386,1280,4000,88
19869,4,2.5,2755,4831,2.0,0,0,3,7,2755,0,2003,0,98053,47.685,-122.039,2510,4831,12
1889,2,1.5,830,920,2.0,0,0,3,7,830,0,2005,0,98144,47.5998,-122.306,830,1200,10
14831,3,2.5,2030,4867,2.0,0,0,3,7,2030,0,2003,0,98042,47.3747,-122.128,2030,5000,12
12129,4,2.5,3320,244807,2.0,0,0,3,9,3320,0,2001,0,98010,47.3637,-121.955,2530,217800,13
20907,2,2.25,1150,711,2.0,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.07,1150,748,1
10155,4,2.5,3020,13122,2.0,0,0,3,9,2540,480,1997,0,98052,47.6989,-122.111,3020,10873,17
6916,5,2.25,3510,13843,1.0,0,2,3,8,1850,1660,1959,0,98040,47.5817,-122.246,2680,8750,56
1488,3,1.5,1610,9964,1.0,0,0,3,7,1080,530,1977,0,98052,47.6681,-122.143,1610,9964,38
7053,4,2.75,3270,9231,2.0,0,0,3,10,3270,0,1995,0,98052,47.6539,-122.121,3380,10154,20
16167,4,2.0,2400,6000,2.0,0,0,3,6,2400,0,1913,1945,98011,47.7607,-122.209,1780,8732,69
18819,5,2.75,2620,8861,1.0,0,0,5,8,1350,1270,1979,0,98056,47.5226,-122.183,1940,10800,35
21278,4,2.75,2475,4000,2.0,0,0,3,7,2475,0,2014,0,98002,47.345,-122.209,2475,4000,0
1965,3,1.0,1130,12500,1.5,0,0,3,7,1130,0,1954,0,98118,47.5491,-122.268,2280,8750,60
6480,2,1.0,730,2400,1.0,0,1,3,4,730,0,1934,0,98198,47.35,-122.322,1220,4382,81
8477,0,2.5,2290,8319,2.0,0,0,3,8,2290,0,1985,0,98042,47.3473,-122.151,2500,8751,29
19694,4,2.5,2320,4142,2.0,0,0,3,7,2320,0,2010,0,98038,47.3662,-122.019,2150,4140,5
3743,3,1.75,1490,9493,1.0,0,0,4,8,1490,0,1976,0,98058,47.4514,-122.134,2440,9600,39
14439,3,2.5,1800,7318,2.0,0,0,3,8,1800,0,1989,0,98029,47.5747,-122.008,1800,5414,26
9978,4,2.5,2660,10452,2.0,0,0,3,9,2660,0,1993,0,98052,47.6972,-122.104,2890,9025,21
12629,4,1.0,1140,13440,1.0,0,0,2,5,1140,0,1944,0,98166,47.4619,-122.344,1450,7560,71
7076,3,4.0,2550,3900,2.0,0,2,3,8,2050,500,1940,2003,98199,47.6415,-122.392,2340,6400,11
13584,4,1.75,1910,77574,1.0,0,0,4,8,1910,0,1971,0,98042,47.3932,-122.12,2130,37026,43
10634,2,1.0,1240,5000,1.0,0,0,3,7,1000,240,1920,0,98103,47.6634,-122.351,1480,3500,94
11137,4,2.75,2610,9426,1.0,0,0,3,7,1360,1250,1965,0,98188,47.4435,-122.279,1600,9426,49
12250,3,2.0,1350,11805,1.0,0,0,3,7,1350,0,1986,0,98019,47.7313,-121.971,1350,14200,28
12002,3,2.5,1700,6396,2.0,0,0,3,7,1700,0,2003,0,98065,47.5333,-121.87,1700,4444,11
15496,3,1.75,1100,10005,1.0,0,0,5,7,1100,0,1964,0,98056,47.5374,-122.173,1340,9709,51
5685,4,2.75,3180,13348,2.0,0,0,3,8,3020,160,2004,0,98019,47.7439,-121.977,3020,10029,10
8876,3,3.0,2240,11536,2.0,0,0,3,7,2240,0,1943,2005,98178,47.4886,-122.245,1650,8760,9
9475,3,1.75,1770,29004,1.0,0,0,3,8,1770,0,1959,0,98023,47.3204,-122.364,2300,24534,55
21300,2,1.5,1160,1269,2.0,0,0,3,7,970,190,2005,0,98103,47.6608,-122.335,1700,3150,9
5469,3,1.0,1100,4600,1.0,0,0,3,7,1100,0,1917,0,98116,47.5686,-122.385,1200,5175,97
18063,4,1.5,1310,137214,1.5,0,0,4,7,1310,0,1926,0,98198,47.362,-122.316,1310,9450,89
6963,3,1.75,1540,6687,1.0,0,0,3,7,1200,340,1991,0,98022,47.1938,-121.981,1540,7242,24
4098,3,3.25,2990,189852,2.0,0,0,4,10,2990,0,1974,0,98072,47.746,-122.138,3500,48760,40
11891,4,2.5,2820,8408,2.0,0,0,3,9,2820,0,2014,0,98155,47.7538,-122.325,1300,8408,0
9104,3,2.0,1700,52826,1.0,0,0,3,7,1700,0,1991,0,98058,47.4164,-122.092,2480,114728,23
9369,3,1.0,1630,3200,1.5,0,0,4,8,1630,0,1912,0,98109,47.6351,-122.352,1710,3600,102
2130,3,2.0,2460,6600,1.0,0,2,4,8,1370,1090,1952,0,98136,47.5215,-122.383,2150,6600,62
6568,4,2.5,2240,6920,1.0,0,0,5,8,1380,860,1974,0,98146,47.5011,-122.375,1540,7000,41
19735,4,2.75,2790,5000,2.0,0,0,3,8,2790,0,2014,0,98045,47.4831,-121.773,2620,5527,0
17520,3,2.0,1270,3090,2.0,0,0,5,7,1270,0,1911,0,98117,47.685,-122.359,1440,3090,103
2652,4,4.0,3770,9750,1.0,0,0,4,9,1940,1830,1967,0,98177,47.7159,-122.367,2260,9878,47
5092,3,2.5,2560,9825,2.0,0,0,4,9,2560,0,1988,0,98006,47.5497,-122.145,2710,12034,27
6220,3,1.0,1580,6300,1.0,0,0,3,7,1180,400,1925,0,98199,47.6505,-122.384,1560,1601,89
7760,2,1.0,600,4854,1.0,0,0,5,6,600,0,1922,0,98168,47.4927,-122.28,1470,5000,92
4639,6,2.75,2850,15240,1.0,0,0,3,7,1850,1000,1962,0,98106,47.5288,-122.345,2090,7620,53
17760,4,1.0,2410,6975,1.0,0,0,3,7,1510,900,1957,0,98108,47.5692,-122.295,1880,6255,57
5020,2,2.25,2160,2578,3.0,0,0,3,8,2160,0,2005,0,98103,47.6607,-122.354,1800,2142,10
4360,2,2.5,2395,6143,1.0,0,0,3,8,2395,0,2003,0,98053,47.7114,-122.029,2170,6162,12
7597,3,1.75,1930,8442,1.0,0,0,4,7,1930,0,1953,0,98004,47.6313,-122.204,1790,8442,62
19958,3,2.5,2280,2296,3.0,0,0,3,9,1890,390,2013,0,98112,47.6256,-122.299,1390,4000,2
15160,4,2.5,3240,35083,2.0,0,0,4,9,3240,0,1978,0,98005,47.6337,-122.154,3340,24501,36
18901,3,1.5,1540,8110,1.0,0,0,4,7,1190,350,1959,0,98125,47.7329,-122.291,1290,8110,55
13205,4,1.75,2440,8100,1.0,0,0,4,9,1620,820,1960,0,98177,47.7201,-122.361,2030,8100,54
8214,4,1.75,1820,7381,1.0,0,0,5,7,1150,670,1962,0,98058,47.4567,-122.171,1610,8462,53
4334,4,1.5,1780,3120,1.5,0,3,3,8,1780,0,1926,0,98118,47.5589,-122.264,1710,3600,89
21223,4,2.5,2550,5395,2.0,0,0,3,8,2550,0,2001,0,98065,47.5355,-121.874,2850,6109,14
901,4,2.5,2570,50308,1.5,0,0,3,10,2570,0,1993,0,98077,47.7418,-122.039,3420,37891,21
1057,3,1.75,1670,5375,1.0,0,0,3,7,1270,400,1952,0,98199,47.6416,-122.397,1460,6125,62
16256,3,1.75,1860,5750,1.5,0,0,5,6,1300,560,1918,0,98116,47.5586,-122.383,1550,5750,96
7033,3,2.5,2200,9696,2.0,0,0,3,8,2200,0,1987,0,98031,47.4197,-122.205,2200,9915,27
6455,4,2.0,2330,6250,1.0,0,0,4,7,1400,930,1941,0,98030,47.3782,-122.228,2050,9000,73
2503,3,1.75,1580,7344,1.0,0,0,5,7,1580,0,1911,0,98126,47.5256,-122.38,1580,6207,104
12059,3,1.5,1670,5060,2.0,0,2,5,7,1670,0,1925,0,98126,47.5671,-122.379,1670,5118,89
11051,3,1.75,1330,12618,1.0,0,3,3,7,1330,0,1983,0,98188,47.4403,-122.271,1870,8429,32
16908,3,1.75,1690,6375,1.0,0,0,3,8,1690,0,1903,2002,98024,47.5247,-121.926,1270,7774,12
17559,3,2.0,2160,8091,1.5,0,0,3,8,2160,0,2000,0,98003,47.3474,-122.303,2190,8297,14
13664,3,2.5,2370,7916,2.0,0,0,3,9,2370,0,1990,0,98056,47.528,-122.171,2500,8221,25
14911,4,2.5,2230,64438,1.0,0,0,4,7,1230,1000,1978,0,98027,47.4754,-122.007,2230,71002,36
2141,2,1.0,520,22334,1.0,0,0,2,5,520,0,1951,0,98168,47.4799,-122.296,1572,10570,63
3953,3,2.5,2100,7587,2.0,0,0,3,9,2100,0,1990,0,98023,47.3072,-122.391,2330,8119,25
19711,3,2.5,2170,1984,2.5,0,0,3,8,2170,0,2008,0,98027,47.5401,-122.027,2150,1984,7
5844,3,1.75,1610,9000,1.0,0,0,4,7,1100,510,1978,0,98092,47.3187,-122.179,1610,8000,37
3562,3,2.25,2190,7149,1.0,0,1,4,8,1240,950,1963,0,98056,47.5243,-122.204,3500,7149,51
1027,4,1.0,1300,8400,1.5,0,0,4,7,1300,0,1953,0,98133,47.7612,-122.332,1330,8400,62
7642,3,1.0,1030,6250,1.0,0,0,3,7,1030,0,1960,1997,98056,47.4988,-122.168,1160,7250,17
15712,2,1.0,850,54000,1.5,0,0,1,4,850,0,1950,0,98023,47.2959,-122.377,1550,14440,64
14854,3,2.5,1680,10455,2.0,0,0,3,8,1680,0,1982,0,98052,47.7229,-122.11,1860,10063,33
16645,3,1.0,810,7000,1.0,0,0,3,7,810,0,1968,0,98052,47.6591,-122.134,1820,7589,46
12845,3,2.5,2300,7800,2.0,0,2,3,9,2300,0,1997,0,98052,47.6842,-122.155,2300,8187,18
13708,4,2.25,2370,9636,1.0,0,0,3,8,1660,710,1976,0,98033,47.6497,-122.194,2350,9588,38
951,3,1.75,1330,6743,1.0,0,0,3,8,1330,0,1958,2002,98125,47.7012,-122.286,2600,7350,13
15034,2,1.0,800,4533,1.0,0,0,3,6,600,200,1929,0,98115,47.6979,-122.325,1720,6800,85
15870,33,1.75,1620,6000,1.0,0,0,5,7,1040,580,1947,0,98103,47.6878,-122.331,1330,4700,67
19795,2,2.5,980,895,2.0,0,0,3,8,670,310,2009,0,98116,47.5874,-122.386,980,899,5
1370,2,1.0,1120,5650,1.0,0,0,3,6,1120,0,1944,0,98178,47.4979,-122.241,1270,6875,70
12780,2,1.0,700,5200,1.0,0,0,5,5,700,0,1952,0,98056,47.4924,-122.174,970,5200,62
367,4,2.5,3520,15420,2.0,0,0,3,10,3520,0,1991,0,98074,47.6375,-122.016,3400,21455,23
21312,4,2.5,2510,4349,2.0,0,0,3,8,2510,0,2010,0,98059,47.4927,-122.147,2510,4314,4
19860,4,2.0,1590,942,3.0,0,0,3,7,1590,0,2008,0,98027,47.54,-122.026,1390,942,7
976,5,2.5,2970,24759,1.0,0,0,4,8,1670,1300,1969,0,98031,47.3908,-122.173,2100,21803,45
20791,4,2.75,3090,5859,2.0,0,0,3,9,3090,0,2010,0,98074,47.6057,-122.047,2960,5250,4
1170,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,105
3024,3,2.0,1660,15050,1.0,0,0,3,7,1260,400,1983,0,98034,47.7203,-122.194,1660,7320,31
2094,5,1.5,1510,9078,1.0,0,0,4,7,1510,0,1959,0,98168,47.4852,-122.305,1480,9078,55
19158,3,2.0,2500,6733,1.0,0,0,3,8,1770,730,1979,0,98107,47.6691,-122.36,1770,6343,36
2097,4,3.0,3000,4000,1.5,0,3,3,8,1970,1030,1913,2014,98144,47.5744,-122.307,1900,4000,0
6003,3,2.0,1610,6911,1.0,0,0,3,7,1260,350,1988,0,98034,47.7188,-122.177,1630,6911,26
8352,3,1.0,2360,5012,1.0,0,0,3,7,1560,800,1964,0,98116,47.5705,-122.384,1690,4800,51
6137,3,2.5,1570,3143,2.0,0,0,3,7,1570,0,2001,0,98019,47.7364,-121.969,1740,3591,14
15337,2,1.0,900,28800,1.0,0,0,1,6,900,0,1928,0,98065,47.5245,-121.822,1360,7200,86
14261,4,2.0,2050,4000,1.5,0,0,5,7,1210,840,1941,0,98144,47.5799,-122.306,1310,4000,73
19034,3,1.0,1180,5965,1.5,0,0,4,6,1180,0,1928,0,98125,47.7281,-122.299,1270,7710,87
14306,2,1.0,740,4275,1.0,0,0,5,6,740,0,1924,0,98115,47.688,-122.308,1900,4275,90
5603,4,3.0,2130,4838,1.5,0,0,4,7,2130,0,1930,0,98055,47.4871,-122.203,1070,4838,84
12759,3,1.75,1830,7371,1.0,0,0,3,7,1830,0,1957,0,98008,47.6059,-122.121,1600,7700,58
8695,4,2.5,2560,4020,2.0,0,0,3,9,2560,0,2006,0,98038,47.3533,-122.027,3010,4916,8
19872,2,3.0,1460,1452,2.0,0,0,3,8,1140,320,2007,0,98136,47.5224,-122.39,1460,1452,8
8098,4,2.5,2460,9973,1.0,0,0,4,8,1560,900,1965,0,98177,47.7133,-122.361,1830,7200,49
15655,3,2.25,2140,11266,2.0,0,0,3,7,2140,0,1986,0,98019,47.7267,-121.966,2000,14174,28
20142,4,2.5,2700,5150,2.0,0,0,3,9,2700,0,2007,0,98059,47.5071,-122.148,3160,7620,7
9707,3,1.75,1900,8910,2.0,0,0,4,7,1900,0,1988,0,98092,47.2769,-122.145,1610,8586,26
8497,3,1.5,970,5488,1.0,0,0,3,7,970,0,1976,0,98106,47.5366,-122.359,1040,5488,39
18594,5,4.0,7320,217800,2.0,0,0,3,11,7320,0,1992,0,98058,47.4473,-122.086,3270,34500,22
16509,2,1.75,1360,8100,1.0,0,0,3,7,860,500,1975,0,98177,47.7295,-122.359,1830,6766,39
3694,3,2.0,2020,7260,1.5,0,0,3,7,1180,840,1926,0,98108,47.5496,-122.311,1400,5950,88
14428,4,3.25,3720,7150,2.0,0,2,3,11,3720,0,2007,0,98027,47.5359,-122.069,4040,7442,7
11286,2,2.5,1420,2229,2.0,0,0,3,7,1420,0,2004,0,98059,47.4871,-122.165,1500,2230,10
19667,4,3.5,2860,2199,3.0,0,0,3,10,2860,0,2013,0,98102,47.6262,-122.323,1990,1378,2
17144,3,1.5,1280,4720,1.0,0,0,4,7,850,430,1941,0,98126,47.5509,-122.377,1280,4720,74
9744,3,2.5,1750,4200,2.0,0,0,3,7,1750,0,2005,0,98038,47.3605,-122.04,1890,4048,9
18766,3,1.75,1810,7950,1.0,0,0,4,7,1810,0,1968,0,98008,47.6236,-122.117,1680,7725,46
19141,3,2.5,1810,4113,2.0,0,0,3,7,1810,0,2004,0,98042,47.3715,-122.126,1880,4465,10
8501,4,3.25,3330,33826,2.0,0,0,5,8,3330,0,1924,0,98155,47.7596,-122.275,2580,28707,90
15052,4,3.25,3760,4675,2.0,0,0,3,8,2740,1020,2007,0,98038,47.3862,-122.048,3280,4033,7
5323,4,2.5,2038,7643,2.0,0,0,3,8,2038,0,2011,0,98092,47.3296,-122.18,2634,6824,3
4989,3,1.75,2430,9133,1.0,0,0,4,7,1410,1020,1978,0,98059,47.5116,-122.157,1980,9592,36
17160,4,3.25,3310,8897,2.0,0,0,3,9,2380,930,1991,0,98003,47.2655,-122.31,2490,8638,23
7548,2,1.0,1490,6000,1.0,0,0,3,7,1090,400,1946,0,98112,47.6296,-122.3,1590,6000,68
2450,2,2.5,1590,1845,2.0,0,0,3,9,1590,0,1997,0,98033,47.6897,-122.175,2320,3174,17
20155,2,2.25,1620,1841,2.0,0,0,3,8,1540,80,2004,0,98029,47.5483,-122.004,1530,1831,10
9358,4,2.0,1600,12500,1.0,0,0,5,7,1600,0,1938,0,98166,47.4713,-122.355,1260,8306,77
9304,4,3.0,2300,7609,2.0,0,0,4,7,2300,0,1976,0,98002,47.2943,-122.227,940,5937,39
12841,3,2.5,1430,1002,3.0,0,0,3,8,1430,0,2002,0,98103,47.698,-122.349,1430,1530,12
14432,3,1.75,2130,8742,1.0,0,3,3,7,1330,800,1955,0,98178,47.5057,-122.231,2380,7448,59
14681,5,4.0,4770,31570,2.0,0,0,3,12,4770,0,1990,0,98006,47.5468,-122.123,4520,32070,25
14410,4,2.5,2980,5000,2.0,0,0,3,10,2980,0,2006,0,98027,47.5431,-121.997,3140,5500,8
6535,3,2.75,2850,14800,1.0,0,0,4,9,1920,930,1976,0,98006,47.559,-122.146,3300,10809,38
11566,3,1.0,1240,7194,1.0,0,0,3,6,1090,150,1936,0,98011,47.7636,-122.202,2090,8514,79
10744,4,2.5,2080,8504,2.0,0,0,3,8,2080,0,1991,0,98029,47.5703,-121.998,2000,6773,23
16629,5,2.25,2890,12478,2.0,0,0,3,9,2890,0,1977,0,98074,47.6295,-122.052,2570,11880,37
13112,3,1.75,1020,7020,1.5,0,0,4,7,1020,0,1953,0,98155,47.7362,-122.314,1020,5871,61
3623,3,1.5,1380,4290,1.0,0,0,3,7,1080,300,1955,0,98107,47.674,-122.379,1510,3900,59
15320,3,1.75,1450,61419,1.0,0,0,4,8,1450,0,1976,0,98092,47.3343,-122.16,2256,82328,39
15195,3,1.75,1500,7475,1.0,0,0,4,8,1500,0,1976,0,98023,47.3155,-122.365,1940,7475,38
2811,4,3.5,3915,6364,2.0,0,0,3,9,3915,0,2014,0,98053,47.6844,-122.016,3830,6507,1
103,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,4
11801,2,1.75,1250,7680,1.0,0,0,3,7,1250,0,1922,1968,98126,47.5242,-122.371,1250,7680,46
1692,4,2.5,3210,18901,2.0,0,0,3,10,3210,0,1993,0,98077,47.709,-122.073,3330,18901,21
14517,3,1.75,1930,9000,1.0,0,1,4,7,1150,780,1951,0,98166,47.4539,-122.348,1590,9000,64
18978,3,2.5,2270,7887,2.0,0,2,3,8,2270,0,2004,0,98065,47.5326,-121.855,2550,7133,10
8831,2,2.0,1460,9052,1.0,0,2,5,6,1460,0,1900,0,98033,47.6857,-122.208,2554,7834,114
19012,2,1.0,1500,4000,1.0,0,0,3,8,1100,400,1933,0,98109,47.6409,-122.353,1980,4000,81
10037,3,1.0,1590,6420,1.0,0,0,3,7,1590,0,1944,0,98136,47.5355,-122.392,1780,5900,70
8243,4,2.75,2660,7389,2.0,0,0,3,9,2660,0,2002,0,98075,47.5993,-121.977,2820,7388,12
13939,2,1.0,670,7312,1.0,0,0,3,5,670,0,1942,0,98125,47.7145,-122.285,860,8242,72
8399,4,2.0,1360,2746,1.5,0,0,3,7,1360,0,1945,2011,98107,47.6736,-122.39,1960,2746,3
1725,4,2.0,2500,36900,1.0,0,0,3,7,1540,960,1972,0,98038,47.3708,-122.049,1960,36900,42
9653,4,2.25,2360,7733,2.0,0,0,3,8,2360,0,1983,0,98058,47.4403,-122.137,2160,7733,32
10855,3,2.5,2440,7600,1.0,0,0,3,7,1420,1020,1981,0,98052,47.6966,-122.127,2060,7700,34
7906,3,2.5,2330,3141,2.0,0,0,3,8,2330,0,2003,0,98116,47.5622,-122.392,1980,5265,11
273,3,1.0,1300,5898,1.0,0,0,3,7,1300,0,1961,0,98178,47.5053,-122.255,1320,7619,53
529,3,1.75,2500,36947,1.0,0,0,3,9,2500,0,1984,0,98052,47.6917,-122.084,2590,28837,30
8176,3,1.0,1550,8778,1.0,0,0,3,7,1250,300,1952,0,98118,47.5413,-122.281,2120,7268,62
17545,3,2.25,1580,4379,2.0,0,0,4,8,1580,0,1994,0,98029,47.5694,-122.005,1770,4187,20
8066,3,1.5,1390,10530,1.0,0,0,3,7,1390,0,1961,0,98033,47.7025,-122.196,1750,10530,54
13154,3,2.25,1650,7800,1.0,0,0,3,7,1260,390,1969,0,98011,47.7377,-122.197,1760,8268,45
15012,4,1.75,1430,10500,1.0,0,0,4,7,1130,300,1960,0,98007,47.6083,-122.132,2070,8640,54
2411,6,3.25,4750,248600,2.0,0,0,4,8,4750,0,1947,0,98022,47.1879,-121.973,2230,311610,67
6762,3,2.5,2510,4600,2.0,0,2,3,10,2510,0,2006,0,98034,47.7051,-122.223,2560,7500,8
954,4,2.5,3130,13202,2.0,0,0,3,10,3130,0,1996,0,98075,47.5878,-121.976,2840,10470,19
